dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,program_shines,city,state,pv,pv_panel_direction,total_amount_of_pv,amount_of_south_facing_pv,amount_of_west_facing_pv,amount_of_east_facing_pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,survey_2017,survey_2019,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,indoor_temp_data_availability,gas_ert_min_time,gas_ert_max_time,gas_data_availability,water_ert_min_time,water_ert_max_time,water_data_availability,egauge_1min_min_time,egauge_1min_max_time,egauge_1min_data_availability,egauge_1s_min_time,egauge_1s_max_time,egauge_1s_data_availability,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1,wellpump1,energy_storage_system,energy_storage_system_l1,energy_storage_system_l2
5334,yes,Single-Family Home 001 (Master),,,,,,,,,Lewes,Delaware,yes,,,,,,2022-04-02,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-11-09 18:00:00-06,2024-10-02 05:59:00-05,100%,2022-11-09 18:00:00-06,2024-09-18 01:00:00-05,81%,yes,,,,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,yes,,yes,yes,,,,yes,,,,,,,,,,,,
3334,,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-04-12,2023-01-20,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000,,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-04-12,2023-11-03,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-11-09 18:00:00-06,2023-11-03 04:59:00-05,94%,2022-11-09 18:00:00-06,2023-10-22 18:00:00-05,90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5301,,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-04-12,2024-01-25,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-04-12,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-04-12,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-05 19:00:00-05,2024-10-02 04:59:00-05,96%,2022-08-05 19:00:00-05,2024-10-01 16:00:00-05,94%,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
9125,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-04-12,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-04 19:00:00-05,2024-10-02 06:59:00-05,97%,2022-08-04 19:00:00-05,2024-09-28 19:00:00-05,97%,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9410,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-04-12,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10920,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-04-12,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-11 09:56:00-05,2024-10-02 06:59:00-05,97%,2022-08-11 09:00:00-05,2024-10-01 00:00:00-05,96%,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-04-14,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9421,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-04-14,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10384,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-04-14,,,,,,,,,"","","","","","","","",,,,,,,,,,,2023-01-11 18:00:00-06,2024-10-02 06:59:00-05,100%,2023-01-11 18:00:00-06,2024-10-01 20:00:00-05,97%,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6568,yes,Single-Family Home 001 (Master),,,,,,,,,Lewes,Delaware,yes,,,,,,2022-04-28,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-18 19:00:00-05,2024-10-02 06:59:00-05,100%,2022-08-18 19:00:00-05,2024-09-18 02:00:00-05,79%,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,yes,,,,,,,,,,,,
10250,yes,Single-Family Home 001 (Master),,,,,,,,,Lewes,Delaware,yes,,,,,,2022-04-29,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-17 19:00:00-05,2024-10-02 06:59:00-05,100%,2022-08-17 19:00:00-05,2024-09-17 20:00:00-05,73%,yes,,,,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,yes,,yes,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,
11410,yes,Single-Family Home 001 (Master),,,,,,,,,Lewes,Delaware,yes,,,,,,2022-05-05,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-09-11 08:10:00-05,2024-10-02 06:59:00-05,100%,2022-09-11 08:00:00-05,2024-09-18 11:00:00-05,79%,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,,,yes,,,,,,,,yes,,,,yes,,,,,,,yes,yes,,,,,,,,yes,,,,,,,,,
949,yes,Single-Family Home 001 (Master),,,,,,,,,Lewes,Delaware,yes,,,,,,2022-05-06,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-04 19:00:00-05,2024-10-02 06:59:00-05,100%,2022-08-04 19:00:00-05,2024-09-17 20:00:00-05,77%,yes,yes,,,,,,,,,,,,yes,,,yes,,,,,,yes,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,yes,,,,,,,,,,,,
1727,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2022-05-10,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-05-17 15:00:00-05,2024-10-02 06:59:00-05,97%,2022-05-17 15:00:00-05,2024-09-25 14:00:00-05,70%,yes,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
9204,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-10,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-07-27 19:00:00-05,2024-10-02 06:59:00-05,89%,2022-07-27 19:00:00-05,2024-09-21 04:00:00-05,79%,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
11746,yes,Single-Family Home 001 (Master),,,,,,,,,Guaynabo,Puerto Rico,,,,,,,2022-05-10,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-07-27 19:00:00-05,2023-04-22 13:59:00-05,100%,2022-07-27 19:00:00-05,2023-04-22 12:00:00-05,100%,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4614,yes,Single-Family Home 001 (Master),,,,,,,,,Mayaguez,Puerto Rico,yes,,,,,,2022-05-12,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-07-27 19:00:00-05,2024-10-02 06:59:00-05,92%,2022-07-27 19:00:00-05,2024-09-28 14:00:00-05,73%,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,
9023,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2022-05-12,,,,,,,,,"","","","","","","","",,2022-05-13 11:04:00-05,2023-05-21 11:47:00-05,75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-17,2024-01-25,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8919,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-18,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-10-06 19:00:00-05,2023-07-03 10:59:00-05,99%,2022-10-06 19:00:00-05,2023-07-03 08:00:00-05,96%,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
6584,,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,2023-01-20,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5758,,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,2024-01-25,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6259,,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,2024-01-25,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7041,,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,2024-01-25,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-29 19:00:00-05,2024-06-05 19:59:00-05,94%,2022-08-29 19:00:00-05,2024-05-22 23:00:00-05,92%,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
3585,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-31 19:00:00-05,2024-10-02 06:59:00-05,88%,2022-08-31 19:00:00-05,2024-09-26 12:00:00-05,81%,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-07-27 19:00:00-05,2024-10-02 06:59:00-05,96%,2022-07-27 19:00:00-05,2024-10-01 16:00:00-05,96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5345,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-05 19:00:00-05,2024-10-02 06:59:00-05,99%,2022-08-05 19:00:00-05,2024-09-22 02:00:00-05,89%,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6309,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-02 19:00:00-05,2024-01-03 04:59:00-06,79%,2022-08-02 19:00:00-05,2023-12-19 21:00:00-06,69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6508,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-04 19:00:00-05,2023-02-22 16:59:00-06,100%,2022-08-04 19:00:00-05,2023-02-22 16:00:00-06,100%,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7074,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-09-27 19:00:00-05,2024-02-26 10:59:00-06,100%,2022-09-27 19:00:00-05,2024-02-13 10:00:00-06,99%,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
8118,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8241,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-07-27 19:00:00-05,2024-08-08 06:59:00-05,97%,2022-07-27 19:00:00-05,2024-07-29 11:00:00-05,97%,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
8403,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-17 19:00:00-05,2024-10-02 06:59:00-05,100%,2022-08-17 19:00:00-05,2024-09-25 20:00:00-05,95%,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
8575,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-07-30 19:00:00-05,2023-03-16 06:59:00-05,100%,2022-07-30 19:00:00-05,2023-03-16 06:00:00-05,100%,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,yes,,,,yes,,,,,,,yes,,,,yes,yes,yes,yes,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
11003,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-23 19:00:00-05,2023-10-08 14:59:00-05,92%,2022-08-23 19:00:00-05,2023-10-02 21:00:00-05,92%,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11402,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11510,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11967,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7635,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-25,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9464,yes,Single-Family Home 001 (Master),,,,,,,,,Lewes,Delaware,yes,,,,,,2022-05-25,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-07-30 19:00:00-05,2024-10-02 06:59:00-05,100%,2022-07-30 19:00:00-05,2024-09-25 06:00:00-05,78%,yes,,,,,,,,,,,,,yes,,,yes,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,yes,,,,,,,,,,,,
9616,yes,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-05-25,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-11-21 18:00:00-06,2024-10-02 06:59:00-05,100%,2022-11-21 18:00:00-06,2024-09-20 19:00:00-05,73%,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,yes,,,,yes,,,,,,,,,,,yes,,,,,,yes,yes,,,yes,yes,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,
3997,yes,Single-Family Home 001 (Master),,,,,,,,,Lewes,Delaware,yes,,,,,,2022-06-05,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-16 20:00:00-05,2024-10-02 06:59:00-05,100%,2022-08-16 21:00:00-05,2024-09-18 01:00:00-05,58%,yes,yes,yes,,,,,,,,,,,,,,yes,,,,yes,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,yes,,,,,yes,,,yes,,,,,,,,,
1820,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,yes,,,,,,2022-06-15,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165,,Single-Family Home 001 (Master),,,,,,,,,Detroit,Michigan,,,,,,,2022-06-19,2023-06-01,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-04 19:00:00-05,2023-03-09 04:59:00-06,83%,2022-08-04 19:00:00-05,2023-03-09 04:00:00-06,82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,yes,Single-Family Home 001 (Master),,,,,,,,,Bayamon,Puerto Rico,,,,,,,2022-07-12,,,,,,,,,"","","","","","","","",,,,,,,,,,,2024-04-03 19:00:00-05,2024-10-02 06:59:00-05,100%,2024-04-03 19:00:00-05,2024-09-30 22:00:00-05,100%,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,
4350,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2022-07-12,,,,,,,,,"","","","","","","","",,2022-08-24 15:04:00-05,2023-07-02 13:04:00-05,1%,,,,,,,2022-08-04 19:00:00-05,2024-10-02 06:59:00-05,100%,2022-08-04 19:00:00-05,2024-09-25 09:00:00-05,95%,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11535,yes,Single-Family Home 001 (Master),,,,,,,,,San Juan,Puerto Rico,,,,,,,2022-07-12,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,yes,Single-Family Home 001 (Master),,,,,,,,,Lewes,Delaware,yes,,,,,,2022-07-18,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-08-16 20:00:00-05,2024-10-02 06:59:00-05,99%,2022-08-16 20:00:00-05,2024-09-17 23:00:00-05,74%,yes,yes,,,,,,,,,,,,,,,yes,,,,,,,yes,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,yes,,,yes,,,,,,,,,
343,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2022-07-19,,,,,,,,,"","","","","","","","",,2022-08-25 10:04:00-05,2024-02-04 19:04:00-06,74%,,,,,,,2022-08-24 08:00:00-05,2024-10-02 06:59:00-05,98%,2022-08-24 08:00:00-05,2024-09-25 11:00:00-05,73%,yes,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
3955,yes,Single-Family Home 001 (Master),,,,,,,,,Bayamon,Puerto Rico,,,,,,,2022-07-19,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6823,yes,Single-Family Home 001 (Master),,,yes,,,,,,Lansing,New York,,,,,,,2022-07-23,,,,,,,,,"","","","","","","","",,,,,,,,,,,2023-09-14 19:00:00-05,2024-10-02 06:59:00-05,78%,2023-09-14 19:00:00-05,2024-04-11 22:00:00-05,13%,,,,,,,,,,,,,,yes,,yes,yes,,,,yes,,yes,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,yes,,,,
3663,,Single-Family Home 001 (Master),,,yes,,,,,,Detroit,Michigan,,,,,,,2022-07-25,2023-01-20,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349,,Single-Family Home 001 (Master),,,yes,,,,,,Detroit,Michigan,,,,,,,2022-07-25,2023-01-20,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6387,yes,Single-Family Home 001 (Master),,,yes,,,,,,Detroit,Michigan,,,,,,,2022-07-25,,,,,,,,,"","","","","","","","",,,,,,,,,,,2022-10-10 19:00:00-05,2024-04-22 13:59:00-05,100%,2022-10-10 19:00:00-05,2024-04-09 11:00:00-05,96%,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9574,yes,Single-Family Home 001 (Master),,,,,,,,,Bayamon,Puerto Rico,,,,,,,2022-07-28,,,,,,,,,"","","","","","","","",,,,,,,,,,,2024-03-04 18:00:00-06,2024-10-02 04:59:00-05,100%,2024-03-04 18:00:00-06,2024-03-04 19:00:00-06,200%,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11885,yes,Single-Family Home 001 (Master),,,yes,,,,,,Pflugerville,Texas,yes,,,,,,2022-08-03,,,,,,,,,"","","","","","","","",,2022-08-16 16:04:00-05,2024-10-02 08:47:00-05,91%,,,,,,,2022-08-26 02:00:00-05,2024-10-02 06:59:00-05,100%,2022-08-26 02:00:00-05,2024-09-26 01:00:00-05,90%,yes,,,,,,,yes,,,,,,,,,yes,,,,,,yes,,,yes,,,,yes,,,,,,,,,yes,yes,yes,,,,,,,,,yes,,,,,,,,,,,yes,,,,,yes,,,,yes,yes,,,,,,,
98,yes,Single-Family Home 001 (Master),,,,,,,,,Humacao,Puerto Rico,,,,,,,2022-08-08,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
